,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间,
923,太平园地铁口小套一，户型方正明厨明卫，非通道式,https://cd.ke.com/ershoufang/20020917710100115269.html,红城,https://cd.ke.com/xiaoqu/1611043133022/,82,19069.8,中楼层(共18层),2011年建,1室1厅,43,东南,1,1月前发布,
924,一环边-高升桥北街6号-标准套二,https://cd.ke.com/ershoufang/20020917710100109397.html,高升桥北街6号,https://cd.ke.com/xiaoqu/1611044817481/,131,15050.6,低楼层(共7层),2000年建,2室1厅,87.04平米,东南,0,1月前发布,
925,天街电梯标准套一高楼层视野开阔采光好,https://cd.ke.com/ershoufang/20020917710100105554.html,西郡香林,https://cd.ke.com/xiaoqu/3011053920651/,80,15384.6,高楼层(共11层),2006年建,1室1厅,52,南北,2,1月前发布,
926,一环内标准套四，地理位置优越，交通方便,https://cd.ke.com/ershoufang/20020917710100101945.html,华西大厦,https://cd.ke.com/xiaoqu/1611061247157/,185,11221,中楼层(共19层),2002年建,4室2厅,164.87平米,北,13,1月前发布,
927,电梯中间楼层套三明厨明卫不临街,https://cd.ke.com/ershoufang/20020817710100119239.html,互盛佳苑,https://cd.ke.com/xiaoqu/3011053914927/,141,14807.8,中楼层(共17层),2008年建,3室2厅,95.22平米,南,19,1月前发布,
928,电梯跃层套二LOFT户型总价底,https://cd.ke.com/ershoufang/20020817710100118175.html,锦宏宝润苑,https://cd.ke.com/xiaoqu/1611041512951/,65,15348.3,中楼层(共12层),2001年建,2室1厅,42.35,东南,10,1月前发布,
929,轻巧小户型标间模式租金收益客观,https://cd.ke.com/ershoufang/20020817710100113197.html,一江城花,https://cd.ke.com/xiaoqu/1611061453614/,43,10619.9,中楼层(共7层)1室0厅,,1室0厅,40.49,东,16,1月前发布,
930,鹭岛国际三期精装修大套二高楼层采光好,https://cd.ke.com/ershoufang/20020817710100112624.html,鹭岛国际三期,https://cd.ke.com/xiaoqu/1611043476911/,223,23070.6,高楼层(共15层),2010年建,2室1厅,96.66平米,南北,9,1月前发布,
931,一环边-高升桥-成都A区标准套一,https://cd.ke.com/ershoufang/20020817710100111953.html,成都A区,https://cd.ke.com/xiaoqu/1611046551661/,92,18304.8,中楼层(共21层),2011年建,1室1厅,50.26,西南,4,1月前发布,
932,一环边高升桥-成都A区-标准套一,https://cd.ke.com/ershoufang/20020817710100110683.html,成都A区,https://cd.ke.com/xiaoqu/1611046551661/,90,17906.9,中楼层(共21层),2011年建,1室1厅,50.26,西南,17,1月前发布,
933,置信品质+对中庭+装修保养好。,https://cd.ke.com/ershoufang/20020817710100106476.html,置信丽都花园城B区,https://cd.ke.com/xiaoqu/1611057979869/,247,17315.1,中楼层(共13层),2006年建,3室1厅,142.65平米,南,42,1月前发布,
2203,武侯新城标准套二户型方正精装修带家电,https://cd.ke.com/ershoufang/19121817710100138586.html,玲珑郡,https://cd.ke.com/xiaoqu/3011056120282/,106,16825.4,高楼层(共11层),2012年建,2室1厅,63,西,13,2月前发布,
2641,地铁口标准套二，户型方正通透，出行便利,https://cd.ke.com/ershoufang/19120717710100156537.html,双丰聚苑,https://cd.ke.com/xiaoqu/1611041543517/,95,11892.8,高楼层(共6层),2003年建,2室1厅,79.88,西北,13,3月前发布,
936,武侯区上道西城有装修卧室带飘窗,https://cd.ke.com/ershoufang/20020817710100100319.html,上道西城,https://cd.ke.com/xiaoqu/1611057885306/,126,15855,高楼层(共11层),2008年建,3室2厅,79.47平米,南,1,1月前发布,
2670,一环内标准套二精装日系装修可直接拎包入住,https://cd.ke.com/ershoufang/19120617710100190839.html,一环路南二段7号附4号,https://cd.ke.com/xiaoqu/1613175523389999/,110,16454.7,中楼层(共5层)2室1厅,,2室1厅,66.85,东南,13,3月前发布,
2799,低总价，单价低，大套二，交通便利,https://cd.ke.com/ershoufang/19120317710100162615.html,锦溪,https://cd.ke.com/xiaoqu/3011053780992/,105,12016.5,低楼层(共18层),2008年建,2室1厅,87.38,东南,13,3月前发布,
939,首航欣程3室1厅东南,https://cd.ke.com/ershoufang/20020717710100116074.html,首航欣程,https://cd.ke.com/xiaoqu/1611048245025/,235,26774.5,中楼层(共32层),2014年建,3室1厅,87.77平米,东南,0,1月前发布,
940,美丽南庭，套三户型朝北，二楼。。,https://cd.ke.com/ershoufang/20020717710100109577.html,美丽南庭,https://cd.ke.com/xiaoqu/1611041752155/,230,19491.5,低楼层(共11层),2009年建,3室1厅,118平米,北,4,1月前发布,
941,正黄上岭客厅带阳台标准套一,https://cd.ke.com/ershoufang/20020717710100105687.html,正黄上岭,https://cd.ke.com/xiaoqu/1611041930296/,90,20501.1,中楼层(共22层),2012年建,1室1厅,43.9,南西南,0,1月前发布,
2835,一环边4楼，标准套二，单价低，诚心出售,https://cd.ke.com/ershoufang/19120217710100164570.html,大石南路36号,https://cd.ke.com/xiaoqu/1611041867911/,82,10924.6,中楼层(共7层),2000年建,2室1厅,75.06,东,13,3月前发布,
943,武侯国际花园2室1厅西北,https://cd.ke.com/ershoufang/20020717710100102982.html,武侯国际花园,https://cd.ke.com/xiaoqu/1611041469734/,140,15342.5,高楼层(共13层),2009年建,2室1厅,91.25平米,西北,3,1月前发布,
944,观南上域1室1厅西,https://cd.ke.com/ershoufang/20020717710100102547.html,观南上域,https://cd.ke.com/xiaoqu/1611041486845/,186,14858.6,中楼层(共20层),2008年建,1室1厅,125.18平米,西,0,1月前发布,
945,首信套三双卫有装修有家具家电保养好满两年,https://cd.ke.com/ershoufang/20020617710100121137.html,首信汇,https://cd.ke.com/xiaoqu/3011056108443/,155,16735,中楼层(共14层),2014年建,3室2厅,92.62平米,东,7,1月前发布,
946,2010年小区人车分流精装修不临街带全部家具家电,https://cd.ke.com/ershoufang/20020617710100108229.html,月光琉域,https://cd.ke.com/xiaoqu/1611041515045/,154,18810.3,中楼层(共17层),2010年建,2室1厅,81.87平米,东北,35,1月前发布,
947,珑熙郡3室1厅南,https://cd.ke.com/ershoufang/20020617710100105450.html,珑熙郡,https://cd.ke.com/xiaoqu/1611064002823/,180,23076.9,中楼层(共17层),2017年建,3室1厅,78平米,南,0,1月前发布,
948,二环快速公交红牌楼西站下，低楼层、宽敞套二,https://cd.ke.com/ershoufang/20020617710100100684.html,好家园,https://cd.ke.com/xiaoqu/1611041919879/,135,14500.5,低楼层(共6层),2003年建,2室2厅,93.1平米,东南,1,1月前发布,
949,错层优质套四，简单装修，业主诚心卖,https://cd.ke.com/ershoufang/20020517710100121799.html,中央花园二期,https://cd.ke.com/xiaoqu/1611041477479/,168,10546.1,中楼层(共7层),1998年建,4室1厅,159.3平米,南,0,1月前发布,
950,神仙树大院二期1室0厅东,https://cd.ke.com/ershoufang/20020517710100117238.html,神仙树大院二期,https://cd.ke.com/xiaoqu/1611043479725/,28,8626,地下室(共层),2008年建,1室0厅,32.46,东,0,1月前发布,
951,神仙树大院二期1室0厅东,https://cd.ke.com/ershoufang/20020517710100116896.html,神仙树大院二期,https://cd.ke.com/xiaoqu/1611043479725/,28,8626,地下室(共层),2008年建,1室0厅,32.46,东,0,1月前发布,
952,曼哈顿自然派2室2厅南,https://cd.ke.com/ershoufang/20020517710100116562.html,曼哈顿自然派,https://cd.ke.com/xiaoqu/1611043070754/,135,14917.1,中楼层(共19层),2005年建,2室2厅,90.5平米,南,5,1月前发布,
953,怡泰花园，标准套一，户型方正，清水房,https://cd.ke.com/ershoufang/20020517710100116114.html,怡泰花园,https://cd.ke.com/xiaoqu/3011053822280/,62,13481.2,高楼层(共16层),2014年建,1室1厅,45.99,东南西北,0,1月前发布,
2905,和鸿天府金花，套二改套三，户型方正,https://cd.ke.com/ershoufang/19113017710100200165.html,和鸿天府金花,https://cd.ke.com/xiaoqu/3011056097223/,99,11143.6,低楼层(共16层),2008年建,3室2厅,88.84,东南,13,3月前发布,
955,武青南路套一改小套二业主换房诚心卖,https://cd.ke.com/ershoufang/20020517710100111999.html,首信首御,https://cd.ke.com/xiaoqu/3011056111813/,100,20316.9,高楼层(共14层),2013年建,2室1厅,49.22,南,2,1月前发布,
956,杰座2室1厅南,https://cd.ke.com/ershoufang/20020517710100112058.html,杰座,https://cd.ke.com/xiaoqu/1611041508203/,85,15559.2,高楼层(共16层),2009年建,2室1厅,54.63,南,1,1月前发布,
957,正黄上岭通透户型套一明厨明卫,https://cd.ke.com/ershoufang/20020517710100109886.html,正黄上岭,https://cd.ke.com/xiaoqu/1611041930296/,97,19828.3,中楼层(共22层),2012年建,1室1厅,48.92,南,1,1月前发布,
958,会所花园套三带阳台有装修,https://cd.ke.com/ershoufang/20020517710100104627.html,会所花园,https://cd.ke.com/xiaoqu/1611041504254/,145,15192.8,高楼层(共15层),2002年建,3室1厅,95.44平米,东,3,1月前发布,
959,标准套二，户型通透，高楼层视野好，中等装修,https://cd.ke.com/ershoufang/20020517710100103728.html,瑞升南园,https://cd.ke.com/xiaoqu/1611044302310/,130,15904.1,中楼层(共6层),2002年建,2室1厅,81.74平米,南北,0,1月前发布,
960,会所金澜苑3室2厅东南,https://cd.ke.com/ershoufang/20020417710100118627.html,会所金澜苑,https://cd.ke.com/xiaoqu/1614963330789870/,178,19957.4,高楼层(共18层)3室2厅,,3室2厅,89.19平米,东南,1,1月前发布,
2912,新南门地铁口户型方正通透套二明厨明卫安静不临街,https://cd.ke.com/ershoufang/19113017710100137493.html,十五中街3号,https://cd.ke.com/xiaoqu/3011052048788/,95,12995.9,中楼层(共6层),1999年建,2室1厅,73.1,东,13,3月前发布,
2949,通祠路小区套二户型，中间楼层，采光好,https://cd.ke.com/ershoufang/19112817710100204968.html,通祠路6号院,https://cd.ke.com/xiaoqu/3011053912259/,72,11624.2,中楼层(共7层),1988年建,2室1厅,61.94,东,13,3月前发布,
963,精装修，标准套二。视野开阔，无遮挡，对中庭。,https://cd.ke.com/ershoufang/20020417710100112686.html,丽景华庭一期,https://cd.ke.com/xiaoqu/1611043474821/,146,16434,中楼层(共10层),2003年建,2室1厅,88.84平米,东西,7,1月前发布,
964,武侯立交中庭三房税费低业主换房诚心卖,https://cd.ke.com/ershoufang/20020417710100110854.html,驿鑫乡卿城,https://cd.ke.com/xiaoqu/3011053826913/,185,14971.3,中楼层(共13层),2007年建,3室2厅,123.57平米,南北,1,1月前发布,
965,精装修套一带地暖装修12万从未入住近地铁中楼层,https://cd.ke.com/ershoufang/20020417710100108534.html,双楠港汇广场,https://cd.ke.com/xiaoqu/1611100719752/,81.99,15183.3,中楼层(共5层),2015年建,1室0厅,54,南,6,1月前发布,
966,兰苑雅居精装套二，装修好，不临街,https://cd.ke.com/ershoufang/20020417710100103891.html,兰苑雅居,https://cd.ke.com/xiaoqu/1611041518352/,139,15140,高楼层(共6层),2003年建,2室1厅,91.81平米,西,3,1月前发布,
967,和信派都标准套一户型带家具家电,https://cd.ke.com/ershoufang/20020417710100101632.html,和信派都,https://cd.ke.com/xiaoqu/1611041491284/,110,17721.9,高楼层(共32层),2010年建,1室1厅,62.07,南,4,1月前发布,
659,龙湾旁户型方正明厨明卫配套齐全交通便利,https://cd.ke.com/ershoufang/20022717710100105519.html,龙腾花园,https://cd.ke.com/xiaoqu/1611043068531/,100,13304.9,低楼层(共11层),2007年建,3室1厅,75.16,南,12,15天前发布,
710,诚品上院居家装修对中庭朝南房东诚意出售,https://cd.ke.com/ershoufang/20022517710100112677.html,诚品上院,https://cd.ke.com/xiaoqu/3011053697593/,110,12249.4,低楼层(共18层),2008年建,2室2厅,89.8,南,12,17天前发布,
970,中海熙苑一期2室2厅东南,https://cd.ke.com/ershoufang/20020317710100110991.html,中海熙苑一期,https://cd.ke.com/xiaoqu/1611701093937570/,180,22912.4,高楼层(共18层),2017年建,2室2厅,78.56平米,东南,6,1月前发布,
971,金地花园精装修电梯顶跃带花园,https://cd.ke.com/ershoufang/20020317710100107180.html,金地花园,https://cd.ke.com/xiaoqu/1611041550620/,530,18487.5,高楼层(共18层),2003年建,5室2厅,286.68平米,东南,0,1月前发布,
972,武侯祠大街262好标准套三户型,https://cd.ke.com/ershoufang/20020317710100105736.html,武侯祠大街262号,https://cd.ke.com/xiaoqu/1611044805832/,135,13218.4,高楼层(共6层),1993年建,3室2厅,102.13平米,南,15,1月前发布,
973,碧云天1室1厅东北,https://cd.ke.com/ershoufang/20020317710100105589.html,碧云天,https://cd.ke.com/xiaoqu/1611041444016/,103,16615.6,高楼层(共11层),2001年建,1室1厅,61.99,东北,8,1月前发布,
974,武侯国际花园标准套二对中庭安静不临街,https://cd.ke.com/ershoufang/20020317710100103926.html,武侯国际花园,https://cd.ke.com/xiaoqu/1611041469734/,138,16459.9,中楼层(共13层),2009年建,2室2厅,83.84平米,东,9,1月前发布,
975,杜鹃花园，负一楼车位标准产权车位，有需要的联系，,https://cd.ke.com/ershoufang/20020217710100107118.html,杜鹃花园,https://cd.ke.com/xiaoqu/3011053701884/,12,8275.9,地下室(共1层),2006年建,1室0厅,14.5,东,0,1月前发布,
976,龙爪堰地铁口精装套二，不临街，满五唯一,https://cd.ke.com/ershoufang/20020217710100105591.html,金林俊景,https://cd.ke.com/xiaoqu/1611041439378/,139,18115.5,低楼层(共16层),2009年建,2室1厅,76.73平米,西南,7,1月前发布,
977,保利套三高楼层采光视野好交通方便,https://cd.ke.com/ershoufang/20020117710100104111.html,保利中心,https://cd.ke.com/xiaoqu/1611057984138/,305,33795,中楼层(共36层),2013年建,3室1厅,90.25平米,南,1,1月前发布,
978,开发商精装带平台套二楼栋端口位置采光好,https://cd.ke.com/ershoufang/20020117710100102923.html,万科金色海蓉二期,https://cd.ke.com/xiaoqu/1611057209722/,197,29403,低楼层(共33层),2012年建,2室1厅,67平米,北,11,1月前发布,
979,加怡名城标准套一朝南方便出租过渡,https://cd.ke.com/ershoufang/20020117710100102864.html,加怡名城,https://cd.ke.com/xiaoqu/1611041505567/,76,14788.9,中楼层(共17层),2009年建,1室1厅,51.39,南,3,1月前发布,
980,红牌楼广场+套二带入户的户型+简单装修+对中庭,https://cd.ke.com/ershoufang/20020117710100100931.html,红牌楼广场,https://cd.ke.com/xiaoqu/1611041495758/,150,17692.9,中楼层(共17层),2007年建,2室1厅,84.78平米,东南,5,1月前发布,
725,双楠港汇广场，精装修套二，业主自住，保养装修好,https://cd.ke.com/ershoufang/20022417710100127711.html,双楠港汇广场,https://cd.ke.com/xiaoqu/1611100719752/,110,16504.1,低楼层(共6层),2015年建,2室1厅,66.65,东,12,18天前发布,
982,中央花园新城市别墅7室3厅南,https://cd.ke.com/ershoufang/20013117710100107961.html,中央花园新城市别墅,https://cd.ke.com/xiaoqu/1611042538328/,620,21527.8,低楼层(共3层),2008年建,7室3厅,288平米,南,1,1月前发布,
983,新巢一居室带生活阳台小清新的装修风格,https://cd.ke.com/ershoufang/20013117710100106358.html,新巢小区一期,https://cd.ke.com/xiaoqu/1611043047881/,75,14682.9,高楼层(共10层),2005年建,1室1厅,51.08,东,20,1月前发布,
984,双楠忆景2室1厅西南,https://cd.ke.com/ershoufang/20013117710100106213.html,双楠忆景,https://cd.ke.com/xiaoqu/1611041549096/,133,17847.6,中楼层(共9层),2010年建,2室1厅,74.52平米,西南,73,1月前发布,
1014,武侯区簇桥龙井桂苑标准套三房东诚心出售,https://cd.ke.com/ershoufang/20011917710100120683.html,龙井桂苑,https://cd.ke.com/xiaoqu/3011052250439/,98,10596.9,低楼层(共6层),2008年建,3室2厅,92.48,东,12,1月前发布,
986,凯莱帝景，顶跃出售，业主诚心，价格可谈,https://cd.ke.com/ershoufang/20013017710100101220.html,凯莱帝景,https://cd.ke.com/xiaoqu/1611041516695/,518,16826.9,高楼层(共31层),2001年建,5室1厅,307.84平米,东北东,1,1月前发布,
987,满两年，中粮品质精装舒适小套三直接拎包入住,https://cd.ke.com/ershoufang/20012817710100100988.html,中粮香颂丽都,https://cd.ke.com/xiaoqu/1611060926316/,182,23339.3,高楼层(共19层),2015年建,3室1厅,77.98平米,东南,11,1月前发布,
988,双楠水岸2室1厅东,https://cd.ke.com/ershoufang/20012717710100101638.html,双楠水岸,https://cd.ke.com/xiaoqu/1611041472654/,155,20945.9,高楼层(共9层),2003年建,2室1厅,74平米,东,0,1月前发布,
989,绿地品质房东急售对中庭安静,https://cd.ke.com/ershoufang/20012717710100101495.html,绿地圣路易名邸二期,https://cd.ke.com/xiaoqu/3011056099924/,128,17772.8,高楼层(共12层),2013年建,2室1厅,72.02平米,东南,46,1月前发布,
990,桐梓林地铁口首座高楼层精装套二改套三带大阳台,https://cd.ke.com/ershoufang/20012717710100101369.html,首座,https://cd.ke.com/xiaoqu/1611041467704/,295,22889.5,高楼层(共29层),2008年建,3室2厅,128.88平米,南北,7,1月前发布,
1473,红运花园馨苑，套三户型，单价便宜，,https://cd.ke.com/ershoufang/20010517710100161477.html,红运花园馨苑,https://cd.ke.com/xiaoqu/1611058162958/,96,9805.9,高楼层(共7层),1998年建,3室1厅,97.9,东南,12,2月前发布,
992,华西国际标间位置好易出租,https://cd.ke.com/ershoufang/20012617710100100442.html,华西国际,https://cd.ke.com/xiaoqu/1611041503072/,51,10727.8,中楼层(共27层),2004年建,1室0厅,47.54,东南,2,1月前发布,
993,金地花园不临街别墅一跃二带花园,https://cd.ke.com/ershoufang/20012317710100101261.html,金地花园,https://cd.ke.com/xiaoqu/1611041550620/,450,20740.2,低楼层(共4层),2003年建,4室2厅,216.97平米,南北,0,1月前发布,
994,高楼层看河景套三，视野开阔。,https://cd.ke.com/ershoufang/20012117710100108714.html,泊景湾,https://cd.ke.com/xiaoqu/1611041486084/,310,25952.3,高楼层(共18层),2008年建,3室2厅,119.45平米,东南,1,1月前发布,
995,华宇楠苑精装住家套三业主诚心出售,https://cd.ke.com/ershoufang/20012117710100108119.html,华宇楠苑,https://cd.ke.com/xiaoqu/1611043134166/,172,22575.1,低楼层(共11层),2012年建,3室1厅,76.19平米,南,0,1月前发布,
996,鹭岛国际四期1室2厅东南,https://cd.ke.com/ershoufang/20012117710100107185.html,鹭岛国际四期,https://cd.ke.com/xiaoqu/1611043477314/,130,19886.8,高楼层(共18层),2012年建,1室2厅,65.37平米,东南,3,1月前发布,
997,棕北好房，一楼带地下室，自主出租都方便,https://cd.ke.com/ershoufang/20012117710100105064.html,科院街6号,https://cd.ke.com/xiaoqu/3011052077067/,129,14021.7,低楼层(共7层),1999年建,3室1厅,92平米,东南,13,1月前发布,
998,一环内标准电梯套一户型方正采光好,https://cd.ke.com/ershoufang/20012117710100101627.html,天竺丽苑,https://cd.ke.com/xiaoqu/1611041487989/,82,16018.8,中楼层(共11层),2003年建,1室1厅,51.19,西南,6,1月前发布,
1574,红运花园馨苑，标准套三，简单装修，楼顶带花园,https://cd.ke.com/ershoufang/20010317710100174784.html,红运花园馨苑,https://cd.ke.com/xiaoqu/1611058162958/,96,10013.6,高楼层(共7层),1998年建,3室2厅,95.87,东东南,12,2月前发布,
1000,四季花城一楼套三居家装修,https://cd.ke.com/ershoufang/20012017710100115419.html,四季花城,https://cd.ke.com/xiaoqu/1611041482135/,185,16639.7,低楼层(共21层),2003年建,3室1厅,111.18平米,北,9,1月前发布,
1001,满五唯一，低楼层，户型方正通透，单价低,https://cd.ke.com/ershoufang/20012017710100110934.html,长居花园,https://cd.ke.com/xiaoqu/1611041447791/,136,11161.3,低楼层(共6层),2003年建,3室2厅,121.85平米,西北,7,1月前发布,
1002,品质开发商，绿地套四户型，前后对中庭,https://cd.ke.com/ershoufang/20012017710100110475.html,绿地圣路易名邸一期,https://cd.ke.com/xiaoqu/3011056102188/,264,20129.6,高楼层(共12层),2012年建,4室2厅,131.15平米,南,6,1月前发布,
1003,全对中庭得套三双卫套三满两年中粮品质,https://cd.ke.com/ershoufang/20012017710100106467.html,中粮香颂丽都,https://cd.ke.com/xiaoqu/1611060926316/,203,22940.4,中楼层(共19层),2015年建,3室2厅,88.49平米,南北,13,1月前发布,
1004,此房满2年，无增值税，客厅主卧次卧朝南。有装修,https://cd.ke.com/ershoufang/20012017710100102382.html,保利中心,https://cd.ke.com/xiaoqu/1611057984138/,300,33333.3,高楼层(共37层),2013年建,3室1厅,90平米,南,0,1月前发布,
1005,紫荆蜜城1室0厅南,https://cd.ke.com/ershoufang/20012017710100101926.html,紫荆蜜城,https://cd.ke.com/xiaoqu/1611043999127/,15,10714.3,地下室(共层)1室0厅,,1室0厅,14,南,0,1月前发布,
1006,人民南路四段51号标准套三,https://cd.ke.com/ershoufang/20012017710100100385.html,人民南路四段51号,https://cd.ke.com/xiaoqu/1611049464823/,157,13608.4,中楼层(共8层),2000年建,3室1厅,115.37平米,南,0,1月前发布,
1007,630宿舍2室2厅南,https://cd.ke.com/ershoufang/20011917710100139247.html,630宿舍,https://cd.ke.com/xiaoqu/1611043273370/,125,15013.2,低楼层(共6层),1996年建,2室2厅,83.26平米,南,0,1月前发布,
1008,首航精装套三带入户保养好,https://cd.ke.com/ershoufang/20011917710100138330.html,首航欣程,https://cd.ke.com/xiaoqu/1611048245025/,235,26704.5,低楼层(共29层),2014年建,3室1厅,88平米,东北,4,1月前发布,
1009,地铁口，品质小区，纯居住洋房，14年次新房,https://cd.ke.com/ershoufang/20011917710100137062.html,新界五期,https://cd.ke.com/xiaoqu/1611059606162/,110,18534.1,中楼层(共6层),2014年建,1室1厅,59.35,东南,4,1月前发布,
1010,伊顿社区1室0厅东,https://cd.ke.com/ershoufang/20011917710100134823.html,伊顿社区,https://cd.ke.com/xiaoqu/1611041504971/,15,6127.5,地下室(共1层)1室0厅,,1室0厅,24.48,东,0,1月前发布,
1011,地铁口，14年新小区，商场300米，诚心出售,https://cd.ke.com/ershoufang/20011917710100132630.html,世豪嘉柏,https://cd.ke.com/xiaoqu/1611061265761/,164,18187.9,中楼层(共20层),2014年建,3室2厅,90.17平米,东南,23,1月前发布,
1012,首航欣程套三精装不临街,https://cd.ke.com/ershoufang/20011917710100132533.html,首航欣程,https://cd.ke.com/xiaoqu/1611048245025/,235,26725.8,中楼层(共30层),2014年建,3室1厅,87.93平米,西北,2,1月前发布,
1013,交大花园武侯小区1室1厅东,https://cd.ke.com/ershoufang/20011917710100122030.html,交大花园武侯小区,https://cd.ke.com/xiaoqu/1611041525718/,49,14000,高楼层(共7层),2000年建,1室1厅,35,东,0,1月前发布,
1868,一环内标准套三，房子户型方正，采光通风好，交通方便,https://cd.ke.com/ershoufang/19122617710100176289.html,新南路84号,https://cd.ke.com/xiaoqu/1611061594168/,98,12540,高楼层(共7层),1998年建,3室2厅,78.15,北,12,2月前发布,
1015,丽景华庭一期2室1厅西,https://cd.ke.com/ershoufang/20011917710100119862.html,丽景华庭一期,https://cd.ke.com/xiaoqu/1611043474821/,245,16893.1,高楼层(共10层),2003年建,2室1厅,145.03平米,西,2,1月前发布,
2001,二环边中间楼层套二，看房有钥匙,https://cd.ke.com/ershoufang/19122317710100140046.html,二环路西一段55号,https://cd.ke.com/xiaoqu/1611041489241/,105,13164.5,中楼层(共7层),2001年建,2室1厅,79.76,南,12,2月前发布,
1017,西物所生活区人民南路四段大套一采光好,https://cd.ke.com/ershoufang/20011917710100117272.html,人民南路四段7号,https://cd.ke.com/xiaoqu/3011052078319/,72,13561.9,高楼层(共6层),1990年建,1室1厅,53.09,南北,3,1月前发布,
1018,109平套三双卫带双阳台户型方正采光好,https://cd.ke.com/ershoufang/20011917710100116736.html,中央花园一期,https://cd.ke.com/xiaoqu/1611041478602/,120,10979,中楼层(共7层),1998年建,3室2厅,109.3平米,南北,3,1月前发布,
1019,平层大套三，小区环境优美，居住安逸,https://cd.ke.com/ershoufang/20011917710100108786.html,海珀香庭,https://cd.ke.com/xiaoqu/1611041547681/,320,19716.6,中楼层(共11层),2010年建,3室1厅,162.3平米,东南,6,1月前发布,
1020,丽景华庭二期1室1厅东东南,https://cd.ke.com/ershoufang/20011917710100107954.html,丽景华庭二期,https://cd.ke.com/xiaoqu/1611041621243/,58,14587.5,高楼层(共16层),2006年建,1室1厅,39.76,东东南,3,1月前发布,
1021,四川航空单位房，川航佳园标准套二,https://cd.ke.com/ershoufang/20011917710100106759.html,川航佳园,https://cd.ke.com/xiaoqu/1611041467158/,155,17939.8,中楼层(共11层),2007年建,2室1厅,86.4平米,东南,28,1月前发布,
1022,曼哈顿自然派诚心出售房源高层套一采光好视野好,https://cd.ke.com/ershoufang/20011917710100106470.html,曼哈顿自然派,https://cd.ke.com/xiaoqu/1611043070754/,70,14818,高楼层(共19层),2005年建,1室0厅,47.24,南北,5,1月前发布,
1023,神仙树3号1室1厅北,https://cd.ke.com/ershoufang/20011917710100105113.html,神仙树3号,https://cd.ke.com/xiaoqu/1611061906957/,58,12139,高楼层(共18层),2011年建,1室1厅,47.78,北,5,1月前发布,
1024,二环边次新小区标准套三不临街比较安静简装,https://cd.ke.com/ershoufang/20011817710100146446.html,银泰香樟林,https://cd.ke.com/xiaoqu/3011053554034/,210,23869.1,高楼层(共17层),2014年建,3室2厅,87.98平米,西南,6,1月前发布,
1025,店长推荐：桐梓林电梯房+高楼层套一+采光好,https://cd.ke.com/ershoufang/20011817710100143936.html,上锦雅筑,https://cd.ke.com/xiaoqu/1611041465350/,88,16000,高楼层(共18层),2006年建,1室1厅,55,东,14,1月前发布,
1026,林荫街9号3室1厅西,https://cd.ke.com/ershoufang/20011817710100141789.html,林荫街9号,https://cd.ke.com/xiaoqu/1611061238349/,239,16185.8,中楼层(共19层),2002年建,3室1厅,147.66平米,西,24,1月前发布,
1027,中海龙湾半岛4室1厅东南,https://cd.ke.com/ershoufang/20011817710100133353.html,中海龙湾半岛,https://cd.ke.com/xiaoqu/1611041535394/,680,31832.2,中楼层(共8层),2009年建,4室1厅,213.62平米,东南,2,1月前发布,
1028,时代阳光花园标间出售，对中庭。,https://cd.ke.com/ershoufang/20011817710100131372.html,时代阳光花园,https://cd.ke.com/xiaoqu/1611042029438/,56,16407.9,中楼层(共12层),2003年建,1室1厅,34.13,东,1,1月前发布,
1029,凯蒂阳光1室0厅东南,https://cd.ke.com/ershoufang/20011817710100129728.html,凯蒂阳光,https://cd.ke.com/xiaoqu/1611041553150/,51,15853.3,中楼层(共8层),2002年建,1室0厅,32.17,东南,1,1月前发布,
2021,红运花园馨苑3室2厅东南,https://cd.ke.com/ershoufang/19122217710100195683.html,红运花园馨苑,https://cd.ke.com/xiaoqu/1611058162958/,110,11073.1,低楼层(共7层),1998年建,3室2厅,99.34,东南,12,2月前发布,
1031,小区环境优美安静不临街别墅式挑高户型,https://cd.ke.com/ershoufang/20011817710100126377.html,会所花园,https://cd.ke.com/xiaoqu/1611041504254/,168,10997.6,中楼层(共12层),2002年建,4室2厅,152.76平米,东南,12,1月前发布,
1032,园林式电梯小高层方正套四带平台花园,https://cd.ke.com/ershoufang/20011817710100124672.html,颐和雅居,https://cd.ke.com/xiaoqu/1611041506337/,200,17543.9,低楼层(共11层),2006年建,4室1厅,114平米,南,24,1月前发布,
1033,金色花园二期3室1厅东南,https://cd.ke.com/ershoufang/20011817710100121763.html,金色花园二期,https://cd.ke.com/xiaoqu/1611041509402/,153,13463.6,中楼层(共6层),2005年建,3室1厅,113.64平米,东南,11,1月前发布,
1034,新南村，全新精装修，户型方正，南北通透,https://cd.ke.com/ershoufang/20011817710100121281.html,川大新南村,https://cd.ke.com/xiaoqu/1611044454087/,200,26099.4,低楼层(共7层),1995年建,3室1厅,76.63平米,南北,11,1月前发布,
1035,美丽天城2室2厅东北,https://cd.ke.com/ershoufang/20011817710100120058.html,美丽天城,https://cd.ke.com/xiaoqu/1611041575579/,150,18000.7,高楼层(共16层),2008年建,2室2厅,83.33平米,东北,0,1月前发布,
