,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
540,楠极地1室0厅南,https://cd.ke.com/ershoufang/20022917710100197143.html,楠极地,https://cd.ke.com/xiaoqu/1611041461159/,36.0,单价10660.3元/平米,中楼层(共12层),2004年建,1室0厅,33.77平米,南,2,13天前发布
541,檀香山1室0厅东南,https://cd.ke.com/ershoufang/20022917710100193239.html,檀香山,https://cd.ke.com/xiaoqu/1611041483284/,25.0,单价7485元/平米,地下室(共层)1室0厅,33.4平米,东南,,,0,13天前发布
542,华西旁，人民南路，省体育管，标准套二，视野好,https://cd.ke.com/ershoufang/20022917710100193031.html,教育学院教师公寓,https://cd.ke.com/xiaoqu/1611042765983/,180.0,单价19569.5元/平米,高楼层(共31层),2010年建,2室2厅,91.98平米,东南,1,13天前发布
543,檀香山带大阳台的明厨明卫的套三,https://cd.ke.com/ershoufang/20022917710100192226.html,檀香山,https://cd.ke.com/xiaoqu/1611041483284/,210.0,单价21582.7元/平米,高楼层(共18层),2009年建,3室1厅,97.3平米,东南西南,13,13天前发布
544,檀香山2室2厅南,https://cd.ke.com/ershoufang/20022917710100190835.html,檀香山,https://cd.ke.com/xiaoqu/1611041483284/,210.0,单价23603.5元/平米,中楼层(共18层),2009年建,2室2厅,88.97平米,南,6,13天前发布
545,2018年入住+两梯四户+装修好+采光好,https://cd.ke.com/ershoufang/20022917710100190557.html,丽都首府,https://cd.ke.com/xiaoqu/1611063229778/,300.0,单价31436.7元/平米,中楼层(共18层),2016年建,3室1厅,95.43平米,东北,2,13天前发布
546,置信丽都花园城C区4室2厅东南,https://cd.ke.com/ershoufang/20022917710100189469.html,置信丽都花园城C区,https://cd.ke.com/xiaoqu/1611057999395/,350.0,单价21341.5元/平米,低楼层(共13层),2006年建,4室2厅,164平米,东南,0,13天前发布
547,中庭小套三位置安静业主诚心卖拎包入住,https://cd.ke.com/ershoufang/20022917710100189318.html,华宇静苑二期,https://cd.ke.com/xiaoqu/3011056101837/,168.0,单价22988.5元/平米,低楼层(共11层)3室2厅,73.08平米,东,,,3,13天前发布
548,董家湾北街17号2室2厅西南,https://cd.ke.com/ershoufang/20022917710100188396.html,董家湾北街17号,https://cd.ke.com/xiaoqu/1618003537964463/,88.0,单价12411.8元/平米,高楼层(共7层)2室2厅,70.9平米,西南,,,0,13天前发布
549,高新南二环紫荆巷标准套三低楼层,https://cd.ke.com/ershoufang/20022917710100187474.html,紫荆巷56号院,https://cd.ke.com/xiaoqu/1611043049517/,119.0,单价13021.1元/平米,低楼层(共6层),2000年建,3室2厅,91.39平米,南,2,13天前发布
550,精心设计，用心打造，一个充满爱和梦想的小屋,https://cd.ke.com/ershoufang/20022917710100185695.html,正成城市乐章,https://cd.ke.com/xiaoqu/3011053747317/,125.0,单价18079.3元/平米,中楼层(共22层),2014年建,2室2厅,69.14平米,南北,4,13天前发布
551,蓝光诺丁山2室1厅东南,https://cd.ke.com/ershoufang/20022917710100180351.html,蓝光诺丁山,https://cd.ke.com/xiaoqu/3011053790092/,139.8,单价16148.8元/平米,高楼层(共11层),2005年建,2室1厅,86.57平米,东南,0,13天前发布
552,人民南路四段13号沼气研究所大套三通透,https://cd.ke.com/ershoufang/20022917710100176999.html,人民南路四段13号,https://cd.ke.com/xiaoqu/167437797568992/,190.0,单价16010.8元/平米,高楼层(共6层)3室2厅,118.67平米,南,,,0,13天前发布
553,园中园西苑3室2厅东北南,https://cd.ke.com/ershoufang/20022917710100171241.html,园中园西苑,https://cd.ke.com/xiaoqu/3011053924774/,120.0,单价13369元/平米,高楼层(共7层),2000年建,3室2厅,89.76平米,东北南,0,13天前发布
554,武侯新城套三出售.精装修拎包入住,https://cd.ke.com/ershoufang/20022917710100170317.html,天际首府,https://cd.ke.com/xiaoqu/3011053798922/,180.0,单价15457.3元/平米,低楼层(共13层),2012年建,3室2厅,116.45平米,东西,6,13天前发布
555,合力达新锐1室1厅西,https://cd.ke.com/ershoufang/20022917710100167711.html,合力达新锐,https://cd.ke.com/xiaoqu/1620030047367224/,43.0,单价12240.3元/平米,低楼层(共6层)1室1厅,35.13平米,西,,,0,13天前发布
556,外双楠优质套三中高楼层诚心出售,https://cd.ke.com/ershoufang/20022917710100167241.html,众合西景,https://cd.ke.com/xiaoqu/1611041517607/,150.0,单价16094.4元/平米,高楼层(共6层),2003年建,3室1厅,93.2平米,东南,5,13天前发布
557,高攀鲈18号院标准套二，清水装修方便,https://cd.ke.com/ershoufang/20022917710100162268.html,高攀路18号,https://cd.ke.com/xiaoqu/3011055088051/,89.0,单价13906.3元/平米,高楼层(共6层),2000年建,2室1厅,64平米,北,0,13天前发布
558,一环内标准套二，中间楼层，安静不临街,https://cd.ke.com/ershoufang/20022917710100162490.html,胜利新村,https://cd.ke.com/xiaoqu/3011052501364/,70.0,单价13725.5元/平米,中楼层(共4层),1990年建,2室1厅,51平米,南,32,13天前发布
559,二环边优质小户型，中间楼层。简单装修,https://cd.ke.com/ershoufang/20022917710100165089.html,爱丁堡,https://cd.ke.com/xiaoqu/1611041434913/,66.0,单价11611.5元/平米,中楼层(共7层),2004年建,1室0厅,56.84平米,南,1,13天前发布
560,优客联邦二期标准套二带三个阳台朝东对中庭,https://cd.ke.com/ershoufang/20022917710100165714.html,优客联邦二期,https://cd.ke.com/xiaoqu/1611041584271/,160.0,单价20776.5元/平米,高楼层(共18层),2012年建,2室2厅,77.01平米,东,3,13天前发布
561,一环内华西武侯祠电梯小高层安静不临街,https://cd.ke.com/ershoufang/20022917710100160658.html,一江城花,https://cd.ke.com/xiaoqu/1611061453614/,44.0,单价10246.9元/平米,高楼层(共7层)1室0厅,42.94平米,东,,,13,13天前发布
562,武侯玉林简单装修单位房安静不临街,https://cd.ke.com/ershoufang/20022917710100158062.html,玉洁东街1号,https://cd.ke.com/xiaoqu/1611043050738/,108.0,单价13113.2元/平米,高楼层(共6层),1998年建,3室1厅,82.36平米,南,1,13天前发布
563,南2.5环桐梓林大套一精装房,https://cd.ke.com/ershoufang/20022917710100150631.html,金地贝福里花园,https://cd.ke.com/xiaoqu/1611041818635/,165.0,单价21389.7元/平米,中楼层(共18层),2007年建,1室1厅,77.14平米,北西,3,13天前发布
564,潮音小区，户型方正，采光好，诚心出售,https://cd.ke.com/ershoufang/20022917710100149836.html,潮音小区,https://cd.ke.com/xiaoqu/1611062708730/,69.0,单价9773.4元/平米,低楼层(共6层),2001年建,2室1厅,70.6平米,东,9,13天前发布
565,武侯新城大套二清水房有电梯,https://cd.ke.com/ershoufang/20022917710100140792.html,武新花园,https://cd.ke.com/xiaoqu/1620029939374928/,96.0,单价10287.2元/平米,高楼层(共11层),2008年建,2室1厅,93.32平米,南,2,13天前发布
566,科华巷9号户型方正中间楼层诚心出售,https://cd.ke.com/ershoufang/20022917710100142352.html,科华巷9号,https://cd.ke.com/xiaoqu/1611042513605/,110.0,单价12337.4元/平米,中楼层(共6层),2001年建,2室1厅,89.16平米,东南,27,13天前发布
567,标准套二，出租装修，客厅带大阳台,https://cd.ke.com/ershoufang/20022917710100143328.html,诚品上院,https://cd.ke.com/xiaoqu/3011053697593/,112.0,单价13587.3元/平米,中楼层(共18层),2008年建,2室1厅,82.43平米,西北,3,13天前发布
568,此房满两年，户型方正，采光充足，全新装修，拎包入住,https://cd.ke.com/ershoufang/20022917710100140674.html,南华苑,https://cd.ke.com/xiaoqu/1611041460038/,200.0,单价16643.1元/平米,高楼层(共12层),2006年建,3室2厅,120.17平米,西南,0,13天前发布
569,火车南站美丽南庭大套二朝南位置安静,https://cd.ke.com/ershoufang/20022917710100139269.html,美丽南庭,https://cd.ke.com/xiaoqu/1611041752155/,150.0,单价17277.1元/平米,低楼层(共11层),2009年建,2室1厅,86.82平米,南,5,13天前发布
570,首座3室2厅南,https://cd.ke.com/ershoufang/20022917710100138860.html,首座,https://cd.ke.com/xiaoqu/1611041467704/,400.0,单价23188.4元/平米,中楼层(共29层),2010年建,3室2厅,172.5平米,南,3,13天前发布
571,双南商品广场武侯万达广场旁车位出售,https://cd.ke.com/ershoufang/20022917710100138737.html,双楠尚品广场,https://cd.ke.com/xiaoqu/1611060374265/,8.5,单价2760.6元/平米,地下室(共层)1室0厅,30.79平米,东南,,,0,13天前发布
572,双楠尚品广场2室2厅东南,https://cd.ke.com/ershoufang/20022917710100137473.html,双楠尚品广场,https://cd.ke.com/xiaoqu/1611060374265/,185.0,单价21167元/平米,中楼层(共16层),2014年建,2室2厅,87.4平米,东南,1,13天前发布
573,五大花园低楼层，客厅带阳台中间楼层有装修,https://cd.ke.com/ershoufang/20022917710100134781.html,晋阳银座,https://cd.ke.com/xiaoqu/1611041515465/,88.0,单价13365.7元/平米,低楼层(共6层),2006年建,2室1厅,65.84平米,东,0,13天前发布
574,市区三环内纯别墅区，临地铁，小区环境好，带花园,https://cd.ke.com/ershoufang/20022917710100134394.html,武侯庭园,https://cd.ke.com/xiaoqu/168056117145744/,900.0,单价26087元/平米,高楼层(共4层),2001年建,7室2厅,345平米,东南南,0,13天前发布
575,优客联邦精装标准套二东北朝向,https://cd.ke.com/ershoufang/20022917710100132464.html,优客联邦一期,https://cd.ke.com/xiaoqu/1611041554183/,148.0,单价20119.6元/平米,高楼层(共16层),2009年建,2室1厅,73.56平米,东北,2,13天前发布
576,户型方正采光好使用空间大,https://cd.ke.com/ershoufang/20022917710100130342.html,翔宇花园,https://cd.ke.com/xiaoqu/1611041576542/,200.0,单价14084.5元/平米,高楼层(共7层),2002年建,4室2厅,142平米,南北,3,13天前发布
577,正基城市主场2室1厅南,https://cd.ke.com/ershoufang/20022917710100129130.html,正基城市主场,https://cd.ke.com/xiaoqu/1611043140746/,105.0,单价17318.2元/平米,低楼层(共20层),2012年建,2室1厅,60.63平米,南,1,13天前发布
578,中海锦城，标准套三，对中庭，此价格含车位,https://cd.ke.com/ershoufang/20022917710100125291.html,中海锦城一期,https://cd.ke.com/xiaoqu/3011056147802/,188.0,单价19936.4元/平米,中楼层(共14层),2011年建,3室2厅,94.3平米,西,6,13天前发布
579,艺雅苑2室1厅西南,https://cd.ke.com/ershoufang/20022917710100123764.html,艺雅苑,https://cd.ke.com/xiaoqu/3011053535309/,62.0,单价11580.1元/平米,高楼层(共6层),1995年建,2室1厅,53.54平米,西南,1,13天前发布
580,美丽南庭套一有钥匙看房随时可看,https://cd.ke.com/ershoufang/20022917710100123386.html,美丽南庭,https://cd.ke.com/xiaoqu/1611041752155/,86.0,单价15696.3元/平米,中楼层(共11层),2009年建,1室1厅,54.79平米,东,1,13天前发布
581,中华名园三期c区居家装修套二,https://cd.ke.com/ershoufang/20022917710100118781.html,中华名园三期C区,https://cd.ke.com/xiaoqu/1611058396152/,148.0,单价16647.9元/平米,低楼层(共16层),2010年建,2室1厅,88.9平米,东南,19,13天前发布
582,首航欣程精装两居室采光好户型方正,https://cd.ke.com/ershoufang/20022917710100118352.html,首航欣程,https://cd.ke.com/xiaoqu/1611048245025/,215.0,单价26536.7元/平米,中楼层(共27层),2014年建,2室1厅,81.02平米,东南,5,13天前发布
583,优客联邦三期，精装套一，对中庭，西南朝向采光好,https://cd.ke.com/ershoufang/20022917710100117091.html,优客联邦三期,https://cd.ke.com/xiaoqu/1611044060273/,97.0,单价20250.5元/平米,中楼层(共18层),2012年建,1室1厅,47.9平米,西南,6,13天前发布
584,人民南路装修套二安静不临街,https://cd.ke.com/ershoufang/20022917710100116128.html,华宇蓉国府,https://cd.ke.com/xiaoqu/1611043868157/,300.0,单价33730.6元/平米,低楼层(共33层),2012年建,2室1厅,88.94平米,南,4,13天前发布
585,华府双楠2室1厅西南,https://cd.ke.com/ershoufang/20022917710100113950.html,华府双楠,https://cd.ke.com/xiaoqu/1611046533179/,120.0,单价17469.8元/平米,中楼层(共16层),2013年建,2室1厅,68.69平米,西南,4,13天前发布
586,优客联邦二期3室2厅东南,https://cd.ke.com/ershoufang/20022917710100105261.html,优客联邦二期,https://cd.ke.com/xiaoqu/1611041584271/,175.0,单价20168.3元/平米,中楼层(共17层),2012年建,3室2厅,86.77平米,东南,1,13天前发布
587,精装标准套三+同面积花园+户型方正,https://cd.ke.com/ershoufang/20022917710100104084.html,园中园北苑,https://cd.ke.com/xiaoqu/3011053922682/,96.0,单价9944.1元/平米,高楼层(共7层),2000年建,3室1厅,96.54平米,东,25,13天前发布
588,上锦雅筑小区，在售三居室，中间楼层。,https://cd.ke.com/ershoufang/20022817710100171867.html,上锦雅筑,https://cd.ke.com/xiaoqu/1611041465350/,180.0,单价16144.9元/平米,高楼层(共17层),2006年建,3室1厅,111.49平米,东西,11,14天前发布
589,宏景园全中庭套二，基装好，看房有钥匙,https://cd.ke.com/ershoufang/20022817710100169718.html,宏景园,https://cd.ke.com/xiaoqu/1611041869821/,113.0,单价15694.4元/平米,中楼层(共7层),2004年建,2室1厅,72平米,西南,7,14天前发布
590,武侯新城，户型方正，总价低，中庭朝南,https://cd.ke.com/ershoufang/20022817710100169078.html,楠汇坊,https://cd.ke.com/xiaoqu/1611063052827/,115.0,单价18926.9元/平米,中楼层(共16层),2016年建,2室2厅,60.76平米,南,2,14天前发布
591,标准套二，户型方正全明格局中庭安静公摊小,https://cd.ke.com/ershoufang/20022817710100166292.html,太平盛世C区,https://cd.ke.com/xiaoqu/1611042024165/,96.5,单价12491.9元/平米,中楼层(共6层),2004年建,2室1厅,77.25平米,西南,1,14天前发布
592,格林楠2室1厅南北,https://cd.ke.com/ershoufang/20022817710100165970.html,格林楠,https://cd.ke.com/xiaoqu/3011053914040/,140.0,单价18041.2元/平米,高楼层(共14层),2012年建,2室1厅,77.6平米,南北,0,14天前发布
593,红楠港标准套一自住装修可以拎包入住,https://cd.ke.com/ershoufang/20022817710100160751.html,红楠港,https://cd.ke.com/xiaoqu/1611043002253/,96.0,单价16175.2元/平米,低楼层(共15层),2009年建,1室1厅,59.35平米,东南,4,14天前发布
594,房屋诚心出售精装套三双卫满两年,https://cd.ke.com/ershoufang/20022817710100155967.html,首信汇,https://cd.ke.com/xiaoqu/3011056108443/,165.0,单价17814.7元/平米,中楼层(共14层),2014年建,3室2厅,92.62平米,东南,6,14天前发布
595,地铁口万茂UIC，带租约出售。房东很诚心。,https://cd.ke.com/ershoufang/20022817710100154775.html,万茂UIC,https://cd.ke.com/xiaoqu/1614919917145069/,62.0,单价11729.1元/平米,高楼层(共16层),2017年建,1室1厅,52.86平米,南,0,14天前发布
596,地铁口房万茂UIC，带租约出售。出行方便，天天收租。,https://cd.ke.com/ershoufang/20022817710100155072.html,万茂UIC,https://cd.ke.com/xiaoqu/1614919917145069/,62.0,单价11713.6元/平米,高楼层(共16层),2017年建,1室1厅,52.93平米,南,0,14天前发布
597,地铁口房万茂UIC，买到即可收租。在家天天收租,https://cd.ke.com/ershoufang/20022817710100153725.html,万茂UIC,https://cd.ke.com/xiaoqu/1614919917145069/,128.0,单价12118.9元/平米,高楼层(共16层),2017年建,1室1厅,105.62平米,南,0,14天前发布
598,地铁口房万茂UIC，买到即可收租。在家天天收租,https://cd.ke.com/ershoufang/20022817710100153697.html,万茂UIC,https://cd.ke.com/xiaoqu/1614919917145069/,127.0,单价12244.5元/平米,高楼层(共16层),2017年建,1室1厅,103.72平米,南,0,14天前发布
599,长城宜苑2室2厅东北,https://cd.ke.com/ershoufang/20022817710100152795.html,长城宜苑,https://cd.ke.com/xiaoqu/3011053654852/,120.0,单价15584.4元/平米,中楼层(共11层)2室2厅,77平米,东北,,,1,14天前发布
600,中铁骑士公馆居家装修小套二，不临街，拎包入住,https://cd.ke.com/ershoufang/20022817710100152930.html,中铁骑士公馆,https://cd.ke.com/xiaoqu/3011056149451/,142.0,单价20326.4元/平米,中楼层(共18层),2013年建,2室1厅,69.86平米,东北,4,14天前发布
601,标准套二，环境好，全中庭位置业主诚心出售,https://cd.ke.com/ershoufang/20022817710100148860.html,园中园北苑,https://cd.ke.com/xiaoqu/3011053922682/,95.0,单价12534.6元/平米,中楼层(共7层),2000年建,2室2厅,75.79平米,东南,0,14天前发布
602,瑞泰锦城2007年电梯套三双卫,https://cd.ke.com/ershoufang/20022817710100147744.html,瑞泰锦城,https://cd.ke.com/xiaoqu/3011053918806/,149.0,单价17028.6元/平米,中楼层(共16层),2007年建,3室1厅,87.5平米,东,14,14天前发布
603,电梯套二，精装修，中间楼层，安静不临街,https://cd.ke.com/ershoufang/20022817710100146678.html,会所花园,https://cd.ke.com/xiaoqu/1611041504254/,105.0,单价13229.2元/平米,中楼层(共16层),2002年建,2室1厅,79.37平米,东南,10,14天前发布
604,南方花园，标准套二，对小区里面，居家装修，视野好！,https://cd.ke.com/ershoufang/20022817710100146298.html,南方花园,https://cd.ke.com/xiaoqu/1611041459342/,175.0,单价18388.1元/平米,低楼层(共15层),2005年建,2室1厅,95.17平米,南,3,14天前发布
605,新希望锦悦楠庭3室2厅南北,https://cd.ke.com/ershoufang/20022817710100141777.html,新希望锦悦楠庭,https://cd.ke.com/xiaoqu/1616229529062114/,190.0,单价16521.7元/平米,中楼层(共8层),2018年建,3室2厅,115平米,南北,1,14天前发布
606,晋平街26号院电梯套一户型方正,https://cd.ke.com/ershoufang/20022817710100142353.html,晋平街26号院,https://cd.ke.com/xiaoqu/1615054783679081/,55.0,单价14608.2元/平米,中楼层(共11层)1室1厅,37.65平米,东南,,,1,14天前发布
607,鹭岛国际三期1室1厅西南,https://cd.ke.com/ershoufang/20022817710100139874.html,鹭岛国际三期,https://cd.ke.com/xiaoqu/1611043476911/,200.0,单价19847.2元/平米,高楼层(共15层),2010年建,1室1厅,100.77平米,西南,2,14天前发布
608,2.5环地铁口标准套二装修保养一般随时看,https://cd.ke.com/ershoufang/20022817710100138751.html,正基城市主场,https://cd.ke.com/xiaoqu/1611043140746/,130.0,单价20750.2元/平米,低楼层(共20层),2012年建,2室1厅,62.65平米,西北,0,14天前发布
609,武侯祠电梯优质房，位于武侯祠锦里旁，交通便利,https://cd.ke.com/ershoufang/20022817710100138041.html,一江城花,https://cd.ke.com/xiaoqu/1611061453614/,70.0,单价12332.6元/平米,高楼层(共7层),2005年建,1室1厅,56.76平米,东北,15,14天前发布
610,红运花园馨苑3室2厅东南,https://cd.ke.com/ershoufang/20022817710100134045.html,红运花园馨苑,https://cd.ke.com/xiaoqu/1611058162958/,106.0,单价10621.2元/平米,中楼层(共7层),1998年建,3室2厅,99.8平米,东南,2,14天前发布
611,华尔兹广场(武侯)1室1厅南,https://cd.ke.com/ershoufang/20022817710100130065.html,华尔兹广场(武侯),https://cd.ke.com/xiaoqu/1611048020378/,96.0,单价15799.9元/平米,中楼层(共24层),2004年建,1室1厅,60.76平米,南,0,14天前发布
612,龙安街2号2室1厅南北,https://cd.ke.com/ershoufang/20022817710100127860.html,龙安街2号,https://cd.ke.com/xiaoqu/1611042043716/,90.0,单价12155.6元/平米,高楼层(共6层),2000年建,2室1厅,74.04平米,南北,22,14天前发布
613,凯莱帝景3室1厅东,https://cd.ke.com/ershoufang/20022817710100127934.html,凯莱帝景,https://cd.ke.com/xiaoqu/1611041516695/,220.0,单价13730.3元/平米,高楼层(共31层),2001年建,3室1厅,160.23平米,东,26,14天前发布
614,武青嘉苑3室2厅南,https://cd.ke.com/ershoufang/20022817710100127166.html,武青嘉苑,https://cd.ke.com/xiaoqu/3011053820248/,110.0,单价13869.6元/平米,低楼层(共6层),2005年建,3室2厅,79.31平米,南,3,14天前发布
615,晋阳路190号3室2厅东南,https://cd.ke.com/ershoufang/20022817710100126953.html,晋阳路190号,https://cd.ke.com/xiaoqu/3011053706989/,133.0,单价12003.6元/平米,低楼层(共6层),2002年建,3室2厅,110.8平米,东南,0,14天前发布
616,锦绣2号中间楼层，采光好，户型方正,https://cd.ke.com/ershoufang/20022817710100120174.html,锦绣街2号,https://cd.ke.com/xiaoqu/3011052586463/,97.5,单价13861.2元/平米,中楼层(共7层),2000年建,3室1厅,70.34平米,南,34,14天前发布
617,会所花园户型方正装修保养好,https://cd.ke.com/ershoufang/20022817710100118426.html,会所花园,https://cd.ke.com/xiaoqu/1611041504254/,110.0,单价15770.6元/平米,高楼层(共12层),2002年建,2室1厅,69.75平米,东南,1,14天前发布
618,浆洗街18号，标准套三，带阳台出售,https://cd.ke.com/ershoufang/20022817710100117961.html,浆洗街18号,https://cd.ke.com/xiaoqu/1610683572038969/,108.0,单价12857.1元/平米,高楼层(共7层),1994年建,3室1厅,84平米,南北,3,14天前发布
619,装修三年左右，户型方正，明厨明卫，朝东南，保养好,https://cd.ke.com/ershoufang/20022817710100116721.html,中央花园一期,https://cd.ke.com/xiaoqu/1611041478602/,106.0,单价13086.4元/平米,中楼层(共7层),2000年建,3室2厅,81平米,东,1,14天前发布
620,神仙树大院二期1室0厅东南,https://cd.ke.com/ershoufang/20022817710100114126.html,神仙树大院二期,https://cd.ke.com/xiaoqu/1611043479725/,18.0,单价5545.3元/平米,地下室(共层),2008年建,1室0厅,32.46平米,东南,0,14天前发布
621,精装套二kitchen中楼层采光好近地铁不临街满二,https://cd.ke.com/ershoufang/20022817710100114048.html,双楠港汇广场,https://cd.ke.com/xiaoqu/1611100719752/,105.0,单价15337.4元/平米,中楼层(共6层),2015年建,2室1厅,68.46平米,东,3,14天前发布
622,商品房低楼层户型方正装修好采光也不错,https://cd.ke.com/ershoufang/20022817710100113270.html,百花新居,https://cd.ke.com/xiaoqu/1611041484696/,105.0,单价12500元/平米,低楼层(共7层),2000年建,2室1厅,84平米,东,2,14天前发布
623,高新区水电气三通40年产权,https://cd.ke.com/ershoufang/20022817710100111456.html,紫荆蜜城,https://cd.ke.com/xiaoqu/1611043999127/,50.0,单价15281.2元/平米,中楼层(共6层),2013年建,1室1厅,32.72平米,南,0,14天前发布
624,优客联邦二期，标准套二，无按揭抵押,https://cd.ke.com/ershoufang/20022817710100110928.html,优客联邦二期,https://cd.ke.com/xiaoqu/1611041584271/,145.0,单价18561.2元/平米,中楼层(共18层),2012年建,2室1厅,78.12平米,西南,7,14天前发布
625,郭家桥正街7号院海蓉新邨高楼层套二,https://cd.ke.com/ershoufang/20022817710100104570.html,海蓉新邨,https://cd.ke.com/xiaoqu/3011052224485/,90.0,单价15881.4元/平米,高楼层(共7层),1999年建,2室1厅,56.67平米,南,0,14天前发布
626,桐梓林欧城3室2厅南,https://cd.ke.com/ershoufang/20022817710100100957.html,桐梓林欧城,https://cd.ke.com/xiaoqu/1611043137543/,220.0,单价24572.8元/平米,低楼层(共22层),2009年建,3室2厅,89.53平米,南,1,14天前发布
627,珑熙郡唯一在售车位，业主很诚心出售。,https://cd.ke.com/ershoufang/20022817710100100624.html,珑熙郡,https://cd.ke.com/xiaoqu/1611064002823/,16.9,单价4845.2元/平米,地下室(共层),2013年建,1室0厅,34.88平米,西北,0,14天前发布
628,中华园，花园别墅小区，户型方正，采光好,https://cd.ke.com/ershoufang/20022817710100100149.html,中华园中苑,https://cd.ke.com/xiaoqu/1611043082115/,550.0,单价20414.2元/平米,中楼层(共5层),2000年建,4室2厅,269.42平米,南北,3,14天前发布
629,武侯立交精装修标准套二诚心出售,https://cd.ke.com/ershoufang/20022717710100165494.html,天际首府,https://cd.ke.com/xiaoqu/3011053798922/,125.0,单价15566.6元/平米,低楼层(共13层),2012年建,2室2厅,80.3平米,东,2,15天前发布
630,玉林横街19号3室1厅南,https://cd.ke.com/ershoufang/20022717710100163718.html,玉林横街19号,https://cd.ke.com/xiaoqu/3011053890852/,120.0,单价15544元/平米,低楼层(共6层),2000年建,3室1厅,77.2平米,南,1,15天前发布
631,桐梓林欧城1室1厅西,https://cd.ke.com/ershoufang/20022717710100161595.html,桐梓林欧城,https://cd.ke.com/xiaoqu/1611043137543/,155.0,单价28524.1元/平米,低楼层(共20层),2009年建,1室1厅,54.34平米,西,2,15天前发布
632,首付30万入住三环户型方正配套齐全,https://cd.ke.com/ershoufang/20022717710100155567.html,花木林,https://cd.ke.com/xiaoqu/3011053715201/,98.8,单价13722.2元/平米,低楼层(共18层),2008年建,2室2厅,72平米,西南,3,15天前发布
633,标准套三双卫临河视野开阔采光好居家装修,https://cd.ke.com/ershoufang/20022717710100154242.html,翠堤春晓,https://cd.ke.com/xiaoqu/1611041524496/,169.0,单价12621.4元/平米,中楼层(共6层),2002年建,3室2厅,133.9平米,东南西北,7,15天前发布
634,套三对中庭位置安静装修保养好中间楼层采光好,https://cd.ke.com/ershoufang/20022717710100150974.html,金楠缤纷,https://cd.ke.com/xiaoqu/1611062687392/,115.0,单价16546.8元/平米,中楼层(共16层),2015年建,3室1厅,69.5平米,北,10,15天前发布
635,标准套二，房子户型好，采光好，离地铁近,https://cd.ke.com/ershoufang/20022717710100151220.html,杜鹃花园,https://cd.ke.com/xiaoqu/3011053701884/,120.0,单价13437.8元/平米,高楼层(共18层),2006年建,2室2厅,89.3平米,东南,0,15天前发布
636,兴元丽园电梯套一改套二不临街有装修,https://cd.ke.com/ershoufang/20022717710100150269.html,兴元丽园A区,https://cd.ke.com/xiaoqu/3011053820750/,65.0,单价12195.1元/平米,中楼层(共11层),2004年建,2室1厅,53.3平米,东,9,15天前发布
637,武侯立交西三环旁精装小套二地铁口的,https://cd.ke.com/ershoufang/20022717710100142819.html,榕苑,https://cd.ke.com/xiaoqu/3011053789067/,88.0,单价12839.2元/平米,中楼层(共6层),2004年建,2室1厅,68.54平米,南,7,15天前发布
638,中海锦城一期1室0厅东,https://cd.ke.com/ershoufang/20022717710100142010.html,中海锦城一期,https://cd.ke.com/xiaoqu/3011056147802/,13.0,单价4482.8元/平米,地下室(共1层)1室0厅,29平米,东,,,0,15天前发布
639,会所金澜苑3室2厅东南,https://cd.ke.com/ershoufang/20022717710100141663.html,会所金澜苑,https://cd.ke.com/xiaoqu/1614963330789870/,168.0,单价19021.7元/平米,高楼层(共17层)3室2厅,88.32平米,东南,,,2,15天前发布
640,红楠港精装套一采光好,https://cd.ke.com/ershoufang/20022717710100138973.html,红楠港,https://cd.ke.com/xiaoqu/1611043002253/,92.0,单价16370.1元/平米,低楼层(共15层),2009年建,1室1厅,56.2平米,南,7,15天前发布
641,套三不临街，采光好，视野好，有装修,https://cd.ke.com/ershoufang/20022717710100138485.html,中筑西府兰庭,https://cd.ke.com/xiaoqu/1611063489443/,180.0,单价21042.8元/平米,中楼层(共17层),2016年建,3室2厅,85.54平米,南,1,15天前发布
642,房子总价低，采光好，业主没有遮挡,https://cd.ke.com/ershoufang/20022717710100134093.html,长城寿苑3号,https://cd.ke.com/xiaoqu/3011053652157/,81.0,单价11017.4元/平米,中楼层(共7层),1996年建,2室1厅,73.52平米,西南,4,15天前发布
643,中华名园精装套二，户型方正，采光通透邻大悦城,https://cd.ke.com/ershoufang/20022717710100129924.html,中华名园三期D区,https://cd.ke.com/xiaoqu/1611058392494/,143.0,单价16029.6元/平米,中楼层(共16层),2012年建,2室2厅,89.21平米,西南,1,15天前发布
644,兴元嘉园3室2厅东,https://cd.ke.com/ershoufang/20022717710100129231.html,兴元嘉园,https://cd.ke.com/xiaoqu/3011053821974/,145.0,单价12288.1元/平米,中楼层(共5层),2005年建,3室2厅,118平米,东,1,15天前发布
645,兴元丽园标准套二带阳台，简单装修,https://cd.ke.com/ershoufang/20022717710100128351.html,兴元丽园B区,https://cd.ke.com/xiaoqu/3011053813640/,80.0,单价12519.6元/平米,中楼层(共11层),2004年建,2室1厅,63.9平米,东南,16,15天前发布
646,森桦苑大套三，3个卫生间，中间楼层,https://cd.ke.com/ershoufang/20022717710100127666.html,森桦苑,https://cd.ke.com/xiaoqu/1611041464684/,230.0,单价12991.4元/平米,中楼层(共17层),2003年建,3室3厅,177.04平米,南北,2,15天前发布
