,房屋名称,房屋链接,房屋位置,房屋位置链接,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
407,采光好，视野好，交通便利楼下配套齐全,https://cd.ke.com/ershoufang/20030217710100149485.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,中楼层(共20层),2015年建,1室0厅,29.08平米,东,0,10天前发布
408,锦江城市花园一期2室1厅东南,https://cd.ke.com/ershoufang/20030217710100148443.html,锦江城市花园一期,https://cd.ke.com/xiaoqu/1611041539854/,高楼层(共34层),2009年建,2室1厅,89.4平米,东南,2,10天前发布
409,建设北村54号3室1厅南北,https://cd.ke.com/ershoufang/20030217710100146834.html,建设北村54号,https://cd.ke.com/xiaoqu/1611047679409/,中楼层(共7层),2000年建,3室1厅,90.06平米,南北,0,10天前发布
410,金象嘉园2室1厅东南,https://cd.ke.com/ershoufang/20030217710100146155.html,金象嘉园,https://cd.ke.com/xiaoqu/3011053088059/,高楼层(共6层),2003年建,2室1厅,63.53平米,东南,3,10天前发布
411,皇经花园A区标准套二，户型方正,https://cd.ke.com/ershoufang/20030217710100141621.html,皇经花园A区,https://cd.ke.com/xiaoqu/3011053238059/,高楼层(共6层),2005年建,2室2厅,71.32平米,南,0,10天前发布
412,万科金润华府精装套二，采光好。,https://cd.ke.com/ershoufang/20030217710100141593.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,低楼层(共35层),2012年建,2室1厅,65.83平米,东南,0,10天前发布
413,锦东庭园2室1厅东北,https://cd.ke.com/ershoufang/20030217710100133258.html,锦东庭园,https://cd.ke.com/xiaoqu/1611060729372/,低楼层(共34层),2013年建,2室1厅,70.1平米,东北,0,10天前发布
414,沙河壹号二期精装套三安静不吵,https://cd.ke.com/ershoufang/20030217710100136126.html,沙河壹号二期,https://cd.ke.com/xiaoqu/3011053579030/,高楼层(共34层),2013年建,3室1厅,84.45平米,东北,15,10天前发布
415,真实房源满两年户型方正有车位居家装修带空调,https://cd.ke.com/ershoufang/20030217710100135136.html,吉宝凌云峰阁,https://cd.ke.com/xiaoqu/1611062923844/,中楼层(共28层),2015年建,2室2厅,83.51平米,南西南,4,10天前发布
416,对中庭套四简装光线视野好安静诚心卖,https://cd.ke.com/ershoufang/20030217710100127548.html,瑞升望江橡树林二期,https://cd.ke.com/xiaoqu/1611047229565/,高楼层(共34层),2011年建,4室2厅,123.78平米,西南,8,10天前发布
417,地铁口精装套一家具家电齐全带阳台,https://cd.ke.com/ershoufang/20030217710100124147.html,蓝润V客东都一期,https://cd.ke.com/xiaoqu/1611064000576/,低楼层(共35层),2017年建,1室1厅,34.23平米,东南,0,10天前发布
418,卓锦城二期3室1厅东,https://cd.ke.com/ershoufang/20030217710100123447.html,卓锦城二期,https://cd.ke.com/xiaoqu/1611047071451/,中楼层(共18层),2008年建,3室1厅,123.46平米,东,4,10天前发布
419,简单装修套三朝南,https://cd.ke.com/ershoufang/20030217710100120097.html,华熙528艺术村锦都,https://cd.ke.com/xiaoqu/1620033163122483/,高楼层(共28层)3室2厅,92.04平米,南北,,,8,10天前发布
420,吉宝凌云峰阁精装套三双卫，安静，带车位带家具家电,https://cd.ke.com/ershoufang/20030217710100117270.html,吉宝凌云峰阁,https://cd.ke.com/xiaoqu/1611062923844/,中楼层(共28层),2015年建,3室2厅,133.64平米,南北,36,10天前发布
421,城市博客VC时代2室1厅南,https://cd.ke.com/ershoufang/20030217710100109967.html,城市博客VC时代,https://cd.ke.com/xiaoqu/1611059131334/,低楼层(共33层),2009年建,2室1厅,78.34平米,南,4,10天前发布
422,攀成钢朝南好房源精装未出租保养新,https://cd.ke.com/ershoufang/20030217710100108037.html,镏金岁月,https://cd.ke.com/xiaoqu/1611041550235/,低楼层(共33层),2010年建,2室1厅,79.64平米,南,7,10天前发布
423,卓锦城nice套三双卫户型，房东诚心卖。,https://cd.ke.com/ershoufang/20030217710100103078.html,卓锦城五期,https://cd.ke.com/xiaoqu/1611047075758/,高楼层(共29层),2012年建,3室1厅,89.54平米,东南,4,10天前发布
424,简装空房，之前出租做培训班，三梯六户，中间楼层,https://cd.ke.com/ershoufang/20030217710100100675.html,华韵天府,https://cd.ke.com/xiaoqu/1611047922039/,中楼层(共39层),2013年建,3室1厅,70.13平米,西北,1,10天前发布
425,锦江区锦洲花园标准套二诚心出售,https://cd.ke.com/ershoufang/20030117710100207745.html,锦洲花园,https://cd.ke.com/xiaoqu/1611041541147/,高楼层(共6层),2004年建,2室1厅,70.99平米,西南,17,11天前发布
426,西龙须巷3号3室1厅东南,https://cd.ke.com/ershoufang/20030117710100206931.html,西龙须巷3号,https://cd.ke.com/xiaoqu/1620022591043841/,低楼层(共6层)3室1厅,76.25平米,东南,,,3,11天前发布
427,绿地468公馆一期2室1厅西北,https://cd.ke.com/ershoufang/20030117710100205484.html,绿地468公馆一期,https://cd.ke.com/xiaoqu/1611061071609/,中楼层(共25层),2015年建,2室1厅,74.87平米,西北,1,11天前发布
428,卓锦城五期负一楼车位1栋的,https://cd.ke.com/ershoufang/20030117710100205063.html,卓锦城五期,https://cd.ke.com/xiaoqu/1611047075758/,地下室(共层)1室0厅,20.31平米,东,,,0,11天前发布
429,华润幸福里二期2室2厅东,https://cd.ke.com/ershoufang/20030117710100202736.html,华润幸福里二期,https://cd.ke.com/xiaoqu/1611060836544/,低楼层(共32层),2015年建,2室2厅,74.99平米,东,2,11天前发布
430,天悦龙庭套四双卫的房子，房子南北朝向，户型方正，,https://cd.ke.com/ershoufang/20030117710100197123.html,天悦龙庭,https://cd.ke.com/xiaoqu/3011052708655/,中楼层(共38层),2014年建,4室1厅,147平米,南,18,11天前发布
431,龙湖晶蓝半岛精装套三对中庭，朝东南看房方便,https://cd.ke.com/ershoufang/20030117710100196878.html,晶蓝半岛二期,https://cd.ke.com/xiaoqu/1611041544330/,高楼层(共26层),2008年建,3室2厅,134.53平米,东南,13,11天前发布
432,鑫苑名家一期小套二，户型方正。。。。。。,https://cd.ke.com/ershoufang/20030117710100196772.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,高楼层(共34层),2011年建,2室1厅,55.72平米,东南,0,11天前发布
433,中楼层，交通便利，采光好，视野宽阔,https://cd.ke.com/ershoufang/20030117710100194172.html,索尔龙舟,https://cd.ke.com/xiaoqu/1611060961817/,中楼层(共34层),2012年建,1室0厅,35.96平米,南东,0,11天前发布
434,双地铁，装修保养好，满五年，拎包入住,https://cd.ke.com/ershoufang/20030117710100193782.html,东润风尚,https://cd.ke.com/xiaoqu/1611041510560/,低楼层(共12层),2006年建,2室1厅,80.4平米,南,13,11天前发布
435,春熙路步行街里面，大户型，好房！,https://cd.ke.com/ershoufang/20030117710100186191.html,京都大厦,https://cd.ke.com/xiaoqu/1611061166876/,中楼层(共20层),2008年建,3室2厅,181平米,东南,1,11天前发布
436,康俊优质套三户型，人车分流，环境优美。,https://cd.ke.com/ershoufang/20030117710100180448.html,康郡,https://cd.ke.com/xiaoqu/3011053459346/,低楼层(共11层),2006年建,3室2厅,115.01平米,东南,0,11天前发布
437,锦江印象3室1厅西北,https://cd.ke.com/ershoufang/20030117710100179042.html,锦江印象,https://cd.ke.com/xiaoqu/1611041514043/,中楼层(共31层),2008年建,3室1厅,102平米,西北,6,11天前发布
438,锦江城市花园三期95万，满两年，地理位置好,https://cd.ke.com/ershoufang/20030117710100180249.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,低楼层(共34层),2011年建,2室1厅,56.92平米,东南,17,11天前发布
439,橡树林标准套三，中庭，装修保养好,https://cd.ke.com/ershoufang/20030117710100180913.html,瑞升望江橡树林二期,https://cd.ke.com/xiaoqu/1611047229565/,中楼层(共34层),2011年建,3室1厅,89平米,西北,6,11天前发布
440,澳龙名城标准套二双卫,https://cd.ke.com/ershoufang/20030117710100182785.html,澳龙名城,https://cd.ke.com/xiaoqu/1611041481744/,低楼层(共33层),2009年建,2室1厅,91平米,西南,2,11天前发布
441,雕墅1室1厅南,https://cd.ke.com/ershoufang/20030117710100177747.html,雕墅,https://cd.ke.com/xiaoqu/3011054640201/,低楼层(共3层),2007年建,1室1厅,55.81平米,南,1,11天前发布
442,蓉上坊二期0室0厅东,https://cd.ke.com/ershoufang/20030117710100173429.html,蓉上坊二期,https://cd.ke.com/xiaoqu/1611041538774/,地下室(共层),2010年建,厅室未知,30平米,东,0,11天前发布
443,绿地468公馆一期精装套二户型,https://cd.ke.com/ershoufang/20030117710100171915.html,绿地468公馆一期,https://cd.ke.com/xiaoqu/1611061071609/,高楼层(共33层),2015年建,2室1厅,76.42平米,西,1,11天前发布
444,锦江区府河内+五昭路+高楼层+三居室+,https://cd.ke.com/ershoufang/20030117710100166993.html,五昭路9号,https://cd.ke.com/xiaoqu/1611059773690/,高楼层(共6层),1992年建,3室1厅,63.76平米,东南,0,11天前发布
445,翡翠城五期标准套二有装修正看东湖公园,https://cd.ke.com/ershoufang/20030117710100168768.html,翡翠城五期,https://cd.ke.com/xiaoqu/1611043088693/,高楼层(共32层),2011年建,2室1厅,77.24平米,北,7,11天前发布
446,蓝润V客东都二期1室1厅西南,https://cd.ke.com/ershoufang/20030117710100167788.html,蓝润V客东都二期,https://cd.ke.com/xiaoqu/1620027206841027/,低楼层(共35层),2017年建,1室1厅,23.13平米,西南,1,11天前发布
447,东升街小区标准套二中楼层南朝向,https://cd.ke.com/ershoufang/20030117710100160760.html,东升苑,https://cd.ke.com/xiaoqu/1610745298300775/,中楼层(共7层)2室1厅,63.3平米,南,,,1,11天前发布
448,翡翠城四期新上精装套三有阳台带家具家电。,https://cd.ke.com/ershoufang/20030117710100152728.html,翡翠城四期,https://cd.ke.com/xiaoqu/1611043130056/,低楼层(共31层),2009年建,3室1厅,88.4平米,东,53,11天前发布
449,柳江新居一期1室2厅东南,https://cd.ke.com/ershoufang/20030117710100151044.html,柳江新居一期,https://cd.ke.com/xiaoqu/3011053108352/,中楼层(共18层),2005年建,1室2厅,51.74平米,东南,2,11天前发布
450,首开龙湖天璞4室1厅东北,https://cd.ke.com/ershoufang/20030117710100150461.html,首开龙湖天璞,https://cd.ke.com/xiaoqu/1620025266079208/,高楼层(共25层),2019年建,4室1厅,74平米,东北,0,11天前发布
451,华宇广场2室2厅东南,https://cd.ke.com/ershoufang/20030117710100149145.html,华宇广场,https://cd.ke.com/xiaoqu/1611062702646/,低楼层(共17层),2017年建,2室2厅,77平米,东南,2,11天前发布
452,鑫苑名家二期标准套二带花园可拎包入住,https://cd.ke.com/ershoufang/20030117710100143517.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,低楼层(共34层),2012年建,2室1厅,64.58平米,南,7,11天前发布
453,塔子山地铁口全新小区朝中庭安静不临街,https://cd.ke.com/ershoufang/20030117710100140244.html,中房优山PLUS,https://cd.ke.com/xiaoqu/1611706020408995/,高楼层(共32层),2018年建,3室1厅,98平米,西南,21,11天前发布
454,莲桂苑2室1厅东南,https://cd.ke.com/ershoufang/20030117710100138881.html,莲桂苑,https://cd.ke.com/xiaoqu/1611041843651/,低楼层(共7层),2001年建,2室1厅,79.97平米,东南,1,11天前发布
455,户型方正，采光充足，标准套二！,https://cd.ke.com/ershoufang/20030117710100137241.html,工农院街12号,https://cd.ke.com/xiaoqu/1611042027908/,高楼层(共7层),2000年建,2室1厅,80平米,东,0,11天前发布
456,蓝光凯丽香江精装套三双卫，带大阳台，对中庭！,https://cd.ke.com/ershoufang/20030117710100136844.html,蓝光凯丽香江,https://cd.ke.com/xiaoqu/1611041618870/,中楼层(共42层),2009年建,3室2厅,89.22平米,南,8,11天前发布
457,户型方正，采光充足，房子不临街！,https://cd.ke.com/ershoufang/20030117710100134033.html,工农院街12号,https://cd.ke.com/xiaoqu/1611042027908/,中楼层(共7层),2000年建,2室1厅,78平米,东,0,11天前发布
458,精装套三单卫视野开阔采光充足,https://cd.ke.com/ershoufang/20030117710100133618.html,中粮鸿云,https://cd.ke.com/xiaoqu/1611063169008/,低楼层(共32层),2017年建,3室1厅,73.96平米,东北,24,11天前发布
459,锦江城市花园精装居家小套二，户型方正,https://cd.ke.com/ershoufang/20030117710100131471.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,高楼层(共34层),2011年建,2室1厅,57.13平米,东南,4,11天前发布
460,镏金岁月套一有阳台装修保养好,https://cd.ke.com/ershoufang/20030117710100128219.html,镏金岁月,https://cd.ke.com/xiaoqu/1611041550235/,低楼层(共33层),2010年建,1室1厅,53.11平米,东南,9,11天前发布
461,房子是标准的大套二，有装修，交通方便,https://cd.ke.com/ershoufang/20030117710100121823.html,糍粑店街4号,https://cd.ke.com/xiaoqu/3011053915835/,高楼层(共6层),2002年建,2室1厅,90.61平米,东南,0,11天前发布
462,绿地三期套三双卫朝东对中庭,https://cd.ke.com/ershoufang/20030117710100117599.html,绿地468公馆三期,https://cd.ke.com/xiaoqu/167305930748357/,中楼层(共25层),2015年建,3室2厅,102.88平米,西南,6,11天前发布
463,简装房，对中庭，西南朝向，生活阳台大,https://cd.ke.com/ershoufang/20030117710100111299.html,蓝润锦江春天,https://cd.ke.com/xiaoqu/1611063394263/,中楼层(共18层),2016年建,3室1厅,83.66平米,西南,1,11天前发布
464,此房诚心出售交通方便看房方便带装修,https://cd.ke.com/ershoufang/20030117710100109583.html,东洪广厦,https://cd.ke.com/xiaoqu/1611047641103/,低楼层(共33层),2013年建,2室1厅,73.77平米,东南,8,11天前发布
465,帕丽湾套三双卫客厅带阳台，朝东南，低楼层。,https://cd.ke.com/ershoufang/20030117710100107947.html,帕丽湾,https://cd.ke.com/xiaoqu/3011053201349/,低楼层(共27层),2008年建,3室2厅,110.35平米,东南,9,11天前发布
466,低楼层对小区内部，安静，户型方正易改造,https://cd.ke.com/ershoufang/20030117710100103624.html,蓝润锦江春天,https://cd.ke.com/xiaoqu/1611063394263/,低楼层(共18层),2016年建,3室1厅,73.2平米,东南,8,11天前发布
467,此房精装修，精装套三，横厅户型，朝东南对中庭,https://cd.ke.com/ershoufang/20030117710100103214.html,绿地468公馆三期,https://cd.ke.com/xiaoqu/167305930748357/,低楼层(共29层),2015年建,3室1厅,89.35平米,南北,4,11天前发布
468,东洪广厦3室2厅东南西北,https://cd.ke.com/ershoufang/20030117710100100745.html,东洪广厦,https://cd.ke.com/xiaoqu/1611047641103/,中楼层(共32层),2013年建,3室2厅,90.04平米,东南西北,3,11天前发布
469,翡翠城四期套三有装修带阳台,https://cd.ke.com/ershoufang/20022917710100197670.html,翡翠城四期,https://cd.ke.com/xiaoqu/1611043130056/,中楼层(共30层),2009年建,3室2厅,88.28平米,南,16,12天前发布
470,俊发星雅俊园1室1厅东,https://cd.ke.com/ershoufang/20022917710100196992.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,高楼层(共37层),2015年建,1室1厅,36平米,东,0,12天前发布
471,市二医院地铁口，精装小套二，智能居家,https://cd.ke.com/ershoufang/20022917710100196843.html,萧邦,https://cd.ke.com/xiaoqu/1611059497834/,高楼层(共28层),2008年建,2室1厅,51.36平米,西南,5,12天前发布
472,锦江城市花园三期居家套二拎包入住！,https://cd.ke.com/ershoufang/20022917710100194265.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,低楼层(共34层),2011年建,2室2厅,58.08平米,西北,2,12天前发布
473,鑫苑名家一期1室1厅东南,https://cd.ke.com/ershoufang/20022917710100194091.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,低楼层(共35层),2011年建,1室1厅,41平米,东南,0,12天前发布
474,蓝谷地天域2室1厅东南,https://cd.ke.com/ershoufang/20022917710100193518.html,蓝谷地天域,https://cd.ke.com/xiaoqu/3011053261179/,高楼层(共33层),2009年建,2室1厅,79.65平米,东南,3,12天前发布
475,瑞升望江橡树林二期3室1厅东,https://cd.ke.com/ershoufang/20022917710100191166.html,瑞升望江橡树林二期,https://cd.ke.com/xiaoqu/1611047229565/,中楼层(共34层),2011年建,3室1厅,88.9平米,东,1,12天前发布
476,户型方正，采光不错，适合办公，视野广阔，合适办公！,https://cd.ke.com/ershoufang/20022917710100190065.html,创意山,https://cd.ke.com/xiaoqu/1611063134459/,中楼层(共22层),2017年建,1室0厅,48.6平米,东南,0,12天前发布
477,柳堤小区2室2厅东南,https://cd.ke.com/ershoufang/20022917710100186382.html,柳堤小区,https://cd.ke.com/xiaoqu/1620027411423117/,低楼层(共2层),2003年建,2室2厅,77.51平米,东南,1,12天前发布
478,锦江城市三期标准套二户型方正采光充足明厨明卫,https://cd.ke.com/ershoufang/20022917710100182375.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,高楼层(共34层),2011年建,2室1厅,55平米,东,19,12天前发布
479,天涯石，电梯小户型、红星国际，精装修,https://cd.ke.com/ershoufang/20022917710100174519.html,红星国际,https://cd.ke.com/xiaoqu/1611059130055/,中楼层(共34层),2012年建,1室0厅,42.26平米,南,0,12天前发布
480,二环内锦华万达旁标准电梯套二,https://cd.ke.com/ershoufang/20022917710100176537.html,锦洲花园,https://cd.ke.com/xiaoqu/1611041541147/,中楼层(共11层),2004年建,2室2厅,83.09平米,东南,4,12天前发布
481,万科金色城市一期精装修套二，房东自住装修，保养好,https://cd.ke.com/ershoufang/20022917710100176014.html,万科金色城市,https://cd.ke.com/xiaoqu/1611064018200/,中楼层(共35层),2015年建,2室2厅,72.05平米,东南,4,12天前发布
482,海桐三期一室一厅带大阳台明厨明卫,https://cd.ke.com/ershoufang/20022917710100172926.html,海桐三期,https://cd.ke.com/xiaoqu/3011053375751/,高楼层(共24层),2014年建,1室1厅,46.65平米,南,2,12天前发布
483,塔子山地铁口清水套三双卫中间楼层视野开阔,https://cd.ke.com/ershoufang/20022917710100173129.html,中房优山PLUS,https://cd.ke.com/xiaoqu/1611706020408995/,中楼层(共32层),2018年建,3室1厅,95平米,东南,0,12天前发布
484,卓锦城二期大户型，带屋顶花园，可居家可办公，房东急,https://cd.ke.com/ershoufang/20022917710100171937.html,卓锦城二期,https://cd.ke.com/xiaoqu/1611047071451/,高楼层(共24层),2008年建,10室2厅,257.93平米,南,19,12天前发布
485,蓝润锦江春天2室1厅西北,https://cd.ke.com/ershoufang/20022917710100162572.html,蓝润锦江春天,https://cd.ke.com/xiaoqu/1611063394263/,高楼层(共25层),2016年建,2室1厅,74平米,西北,0,12天前发布
486,大田坎街91号院，精装套二带租约,https://cd.ke.com/ershoufang/20022917710100151128.html,大田坎街91号,https://cd.ke.com/xiaoqu/1611042022017/,低楼层(共7层),1998年建,2室1厅,63.2平米,东南,0,12天前发布
487,流星花园有小区环境低总价小户型,https://cd.ke.com/ershoufang/20022917710100147996.html,流星花园,https://cd.ke.com/xiaoqu/1611041522287/,低楼层(共16层),2003年建,1室0厅,39.67平米,东,17,12天前发布
488,天廊精装套二配套齐全，2号线塔子山地铁口无缝连接,https://cd.ke.com/ershoufang/20022917710100146084.html,COSMO天廊,https://cd.ke.com/xiaoqu/1614940452982741/,高楼层(共31层),2018年建,2室1厅,84.46平米,南,7,12天前发布
489,城市理想1室0厅东,https://cd.ke.com/ershoufang/20022917710100145586.html,城市理想,https://cd.ke.com/xiaoqu/1611059198261/,中楼层(共37层),2010年建,1室0厅,40.27平米,东,1,12天前发布
490,莲心苑(锦江)2室1厅东南,https://cd.ke.com/ershoufang/20022917710100144686.html,莲心苑(锦江),https://cd.ke.com/xiaoqu/1611041928660/,高楼层(共7层),1998年建,2室1厅,62.16平米,东南,27,12天前发布
491,俊发星雅俊园1室1厅东南,https://cd.ke.com/ershoufang/20022917710100141283.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,低楼层(共37层),2015年建,1室1厅,38.17平米,东南,0,12天前发布
492,卓锦城四期套三双卫朝南对中庭，客厅带阳台,https://cd.ke.com/ershoufang/20022917710100139181.html,卓锦城四期,https://cd.ke.com/xiaoqu/1611047075462/,高楼层(共32层),2010年建,3室1厅,130.73平米,西南,28,12天前发布
493,精装小套二，户型方正无浪费，拎包入住。,https://cd.ke.com/ershoufang/20022917710100138468.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,中楼层(共34层),2010年建,2室1厅,51.38平米,东北,1,12天前发布
494,莲花新四区3室1厅东南,https://cd.ke.com/ershoufang/20022917710100136659.html,莲花新四区,https://cd.ke.com/xiaoqu/1611041584117/,高楼层(共7层),2001年建,3室1厅,77.83平米,东南,0,12天前发布
495,较场坝东街67号标准套二，多多推荐,https://cd.ke.com/ershoufang/20022917710100135625.html,较场坝东街67号,https://cd.ke.com/xiaoqu/1611042680111/,高楼层(共7层),1995年建,2室1厅,56.56平米,东,0,12天前发布
496,南三环天悦龙庭套三南北通透人车分流,https://cd.ke.com/ershoufang/20022917710100136236.html,天悦龙庭,https://cd.ke.com/xiaoqu/3011052708655/,高楼层(共27层),2014年建,3室2厅,132.6平米,南北,1,12天前发布
497,鑫苑名家一期，低楼层，上下方便，房东保养的好，,https://cd.ke.com/ershoufang/20022917710100132329.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,低楼层(共35层),2011年建,1室1厅,40.1平米,北南,0,12天前发布
498,东湖国际精装自住套一满2年业主诚心出售,https://cd.ke.com/ershoufang/20022917710100130787.html,东湖国际,https://cd.ke.com/xiaoqu/1611043090288/,中楼层(共33层),2012年建,1室1厅,57.5平米,西北,0,12天前发布
499,春熙路恒大都汇华庭精装套二，中间楼层,https://cd.ke.com/ershoufang/20022917710100126630.html,恒大都汇华庭,https://cd.ke.com/xiaoqu/1611061104258/,中楼层(共50层),2015年建,2室1厅,87.86平米,东,4,12天前发布
500,绿地锦天府精装四房，位置好，安静，满2年,https://cd.ke.com/ershoufang/20022917710100123813.html,绿地锦天府,https://cd.ke.com/xiaoqu/1611047571588/,高楼层(共30层),2015年建,4室2厅,205平米,东北,31,12天前发布
501,俊发星雅俊园1室1厅东,https://cd.ke.com/ershoufang/20022917710100122881.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,低楼层(共20层),2015年建,1室1厅,29平米,东,0,12天前发布
502,蜀都花园2室2厅南,https://cd.ke.com/ershoufang/20022917710100122280.html,蜀都花园,https://cd.ke.com/xiaoqu/1611041540545/,中楼层(共18层),2003年建,2室2厅,102.33平米,南,6,12天前发布
503,锦江区三圣乡标准套二，精装修对中庭，实得面积大。,https://cd.ke.com/ershoufang/20022917710100122014.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,中楼层(共33层),2015年建,2室2厅,68.63平米,东南,12,12天前发布
504,锦江城市花园套二装修，保养好,https://cd.ke.com/ershoufang/20022917710100116077.html,锦江城市花园一期,https://cd.ke.com/xiaoqu/1611041539854/,高楼层(共34层),2009年建,2室1厅,49.83平米,东南,0,12天前发布
505,锦江城市花园三期简单装修采光充足,https://cd.ke.com/ershoufang/20022917710100108872.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,高楼层(共34层),2011年建,2室2厅,57.13平米,东南,6,12天前发布
506,地铁7号线琉璃场，2015年电梯套二，位置安静,https://cd.ke.com/ershoufang/20022917710100110650.html,致瑞雅苑A区,https://cd.ke.com/xiaoqu/168463400841818/,高楼层(共39层),1994年建,2室2厅,87.38平米,南,4,12天前发布
507,装修保养好，可直接拎包入住，中间楼层，采光好。,https://cd.ke.com/ershoufang/20022917710100106761.html,秀城,https://cd.ke.com/xiaoqu/1611042035598/,低楼层(共22层),2004年建,2室2厅,90.54平米,东南,4,12天前发布
508,锦江城市花园二期2室2厅东南,https://cd.ke.com/ershoufang/20022917710100106485.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,中楼层(共34层),2010年建,2室2厅,72平米,东南,0,12天前发布
509,沙河边，带装修三房，对中庭，视野好,https://cd.ke.com/ershoufang/20022817710100172762.html,沙河壹号二期,https://cd.ke.com/xiaoqu/3011053579030/,低楼层(共32层),2013年建,3室2厅,92平米,东南,0,13天前发布
510,东城美地套二，带储物间的，位置安静,https://cd.ke.com/ershoufang/20022817710100171596.html,东城美地,https://cd.ke.com/xiaoqu/3011053220386/,高楼层(共34层)2室1厅,58.97平米,南,,,2,13天前发布
511,安顺公寓3室1厅东,https://cd.ke.com/ershoufang/20022817710100168238.html,安顺公寓,https://cd.ke.com/xiaoqu/1611043124592/,中楼层(共7层),2000年建,3室1厅,140.49平米,东,4,13天前发布
512,上海东韵精装好房中间楼层采光号,https://cd.ke.com/ershoufang/20022817710100166988.html,上海东韵,https://cd.ke.com/xiaoqu/1611043073259/,低楼层(共32层),2012年建,2室2厅,68.25平米,南,19,13天前发布
513,天涯石画片自住装修拎包入住,https://cd.ke.com/ershoufang/20022817710100159917.html,中道街99号,https://cd.ke.com/xiaoqu/1611059776676/,中楼层(共7层),1994年建,1室1厅,39平米,东南,6,13天前发布
514,桂香居清水套三、顶楼带花园、户型好,https://cd.ke.com/ershoufang/20022817710100156794.html,旭通桂香居,https://cd.ke.com/xiaoqu/1611060698347/,高楼层(共18层),2005年建,3室2厅,156.68平米,东,3,13天前发布
515,攀成钢居家套三，客厅带阳台。卧室带飘窗。,https://cd.ke.com/ershoufang/20022817710100151455.html,天誉南庭,https://cd.ke.com/xiaoqu/168305779945048/,低楼层(共32层),2016年建,3室1厅,91平米,南,8,13天前发布
516,大田坎91号业主诚心出手看房方便,https://cd.ke.com/ershoufang/20022817710100149228.html,大田坎街91号,https://cd.ke.com/xiaoqu/1611042022017/,高楼层(共6层),1993年建,2室1厅,56.34平米,东南,0,13天前发布
517,紫薇银座精装套一市zhong心春熙路里,https://cd.ke.com/ershoufang/20022817710100146377.html,紫薇银座,https://cd.ke.com/xiaoqu/1610744501121120/,高楼层(共17层),2005年建,1室1厅,53.95平米,南,2,13天前发布
518,中港悦蓉府3室2厅东,https://cd.ke.com/ershoufang/20022817710100145551.html,中港悦蓉府,https://cd.ke.com/xiaoqu/1614826032083808/,低楼层(共34层),2013年建,3室2厅,90.47平米,东,19,13天前发布
519,精装套二，中间楼层，满两年，户型有改动，对中庭,https://cd.ke.com/ershoufang/20022817710100144044.html,蓝润锦江春天,https://cd.ke.com/xiaoqu/1611063394263/,中楼层(共29层),2016年建,2室1厅,54平米,东北,3,13天前发布
520,翡翠城五期双卫三房，精装带家具家电,https://cd.ke.com/ershoufang/20022817710100140854.html,翡翠城五期,https://cd.ke.com/xiaoqu/1611043088693/,低楼层(共32层),2011年建,3室1厅,90.33平米,南,15,13天前发布
521,合能锦城3室2厅东南,https://cd.ke.com/ershoufang/20022817710100140033.html,合能锦城,https://cd.ke.com/xiaoqu/1611063766797/,中楼层(共32层),2015年建,3室2厅,82.29平米,东南,2,13天前发布
522,锦江城市花园三期装修套二中间楼层没有增值费,https://cd.ke.com/ershoufang/20022817710100138531.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,中楼层(共34层),2011年建,2室1厅,57.08平米,西北,1,13天前发布
523,绿地468公馆一期3室2厅南北,https://cd.ke.com/ershoufang/20022817710100137524.html,绿地468公馆一期,https://cd.ke.com/xiaoqu/1611061071609/,高楼层(共32层),2015年建,3室2厅,88.17平米,南北,4,13天前发布
524,锦江城市花园二期2室1厅东南,https://cd.ke.com/ershoufang/20022817710100136322.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,低楼层(共34层),2011年建,2室1厅,51.08平米,东南,8,13天前发布
525,莲花逸都1室1厅南,https://cd.ke.com/ershoufang/20022817710100132253.html,莲花逸都,https://cd.ke.com/xiaoqu/1611041521442/,高楼层(共34层),2009年建,1室1厅,51.78平米,南,2,13天前发布
